Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,State,City,Category,Sub-Category,Sales,Quantity,Discount,Profit,Region
ORD-10337,2023-12-04,2023-12-05,First Class,CUST-20337,David,Corporate,India,Delhi,New Delhi,Technology,Storage,6039.58,4,0.06,328.58,North
ORD-10338,2023-12-05,2023-12-06,Same Day,CUST-20338,John,Corporate,India,Tamil Nadu,Madurai,Technology,Tables,2415.99,4,0.27,591.07,South
ORD-10339,2023-12-06,2023-12-07,Same Day,CUST-20339,David,Home Office,India,Tamil Nadu,Chennai,Office Supplies,Storage,6687.49,4,0.13,712.71,South
ORD-10340,2023-12-07,2023-12-08,Second Class,CUST-20340,John,Consumer,India,Delhi,New Delhi,Technology,Storage,1028.78,4,0.06,-273.93,North
ORD-10341,2023-12-08,2023-12-09,Second Class,CUST-20341,David,Home Office,India,Delhi,New Delhi,Technology,Phones,324.27,4,0.13,857.61,North
ORD-10342,2023-12-09,2023-12-10,Same Day,CUST-20342,Meera,Consumer,India,Delhi,New Delhi,Office Supplies,Accessories,6348.12,5,0.12,440.07,North
ORD-10343,2023-12-10,2023-12-11,Standard Class,CUST-20343,Sara,Consumer,India,Telangana,Hyderabad,Technology,Storage,666.81,2,0.13,755.48,South
ORD-10344,2023-12-11,2023-12-12,Same Day,CUST-20344,David,Corporate,India,Delhi,New Delhi,Technology,Accessories,6944.85,2,0.18,750.32,North
ORD-10345,2023-12-12,2023-12-13,Second Class,CUST-20345,Priya,Consumer,India,Telangana,Warangal,Technology,Chairs,6669.5,9,0.16,-53.19,South
ORD-10346,2023-12-13,2023-12-14,First Class,CUST-20346,Sara,Consumer,India,Karnataka,Bangalore,Office Supplies,Binders,1131.74,2,0.04,-156.78,South
ORD-10347,2023-12-14,2023-12-15,First Class,CUST-20347,Sara,Home Office,India,Telangana,Hyderabad,Technology,Accessories,3855.58,6,0.02,637.67,South
ORD-10348,2023-12-15,2023-12-16,Standard Class,CUST-20348,David,Corporate,India,Maharashtra,Pune,Office Supplies,Tables,1457.46,2,0.22,-96.65,West
ORD-10349,2023-12-16,2023-12-17,Same Day,CUST-20349,Ali,Consumer,India,Delhi,New Delhi,Office Supplies,Binders,3111.46,5,0.17,804.92,North
ORD-10350,2023-12-17,2023-12-18,First Class,CUST-20350,David,Consumer,India,Karnataka,Mysore,Furniture,Tables,617.69,4,0.11,644.05,South
ORD-10351,2023-12-18,2023-12-19,Same Day,CUST-20351,Sara,Corporate,India,Delhi,New Delhi,Furniture,Storage,1722.69,7,0.24,794.37,North
ORD-10352,2023-12-19,2023-12-20,Second Class,CUST-20352,Priya,Home Office,India,Maharashtra,Nagpur,Technology,Binders,2670.26,7,0.12,88.72,West
ORD-10353,2023-12-20,2023-12-21,First Class,CUST-20353,Sara,Corporate,India,Tamil Nadu,Madurai,Office Supplies,Accessories,3182.8,6,0.24,111.58,South
ORD-10354,2023-12-21,2023-12-22,Standard Class,CUST-20354,Priya,Corporate,India,Tamil Nadu,Madurai,Furniture,Binders,6846.97,5,0.09,572.59,South
ORD-10355,2023-12-22,2023-12-23,Second Class,CUST-20355,John,Consumer,India,Maharashtra,Pune,Technology,Storage,5693.49,1,0.02,-259.12,West
ORD-10356,2023-12-23,2023-12-24,Standard Class,CUST-20356,Meera,Consumer,India,Tamil Nadu,Madurai,Furniture,Phones,5214.39,3,0.28,644.45,South
ORD-10357,2023-12-24,2023-12-25,Second Class,CUST-20357,Sara,Home Office,India,Delhi,New Delhi,Furniture,Tables,3851.88,9,0.12,786.52,North
ORD-10358,2023-12-25,2023-12-26,First Class,CUST-20358,David,Consumer,India,Tamil Nadu,Chennai,Office Supplies,Storage,5911.98,1,0.24,239.71,South
ORD-10359,2023-12-26,2023-12-27,Standard Class,CUST-20359,John,Consumer,India,Tamil Nadu,Coimbatore,Office Supplies,Phones,2507.4,5,0.08,694.34,South
ORD-10360,2023-12-27,2023-12-28,Standard Class,CUST-20360,Meera,Corporate,India,Maharashtra,Pune,Furniture,Binders,5020.51,2,0.19,-73.01,West
ORD-10361,2023-12-28,2023-12-29,Second Class,CUST-20361,David,Consumer,India,Karnataka,Mysore,Furniture,Binders,6957.73,4,0.26,118.94,South
ORD-10362,2023-12-29,2023-12-30,Standard Class,CUST-20362,Ali,Home Office,India,Maharashtra,Mumbai,Office Supplies,Storage,2339.48,1,0.01,966.6,West
ORD-10363,2023-12-30,2023-12-31,Second Class,CUST-20363,David,Corporate,India,Maharashtra,Nagpur,Technology,Accessories,4783.32,3,0.25,982.23,West
ORD-10364,2023-12-31,2024-01-01,Second Class,CUST-20364,Priya,Home Office,India,Maharashtra,Pune,Office Supplies,Binders,5941.34,7,0.17,366.39,West
ORD-10365,2024-01-01,2024-01-02,Second Class,CUST-20365,Priya,Corporate,India,Maharashtra,Nagpur,Furniture,Accessories,6427.49,3,0.18,914.55,West
ORD-10366,2024-01-02,2024-01-03,Second Class,CUST-20366,Ali,Consumer,India,Delhi,New Delhi,Technology,Accessories,5081.94,4,0.16,379.55,North
ORD-10367,2024-01-03,2024-01-04,First Class,CUST-20367,John,Corporate,India,Maharashtra,Nagpur,Furniture,Accessories,2128.53,2,0.26,79.06,West
ORD-10368,2024-01-04,2024-01-05,Second Class,CUST-20368,Meera,Corporate,India,Telangana,Warangal,Technology,Chairs,2418.72,3,0.01,46.97,South
ORD-10369,2024-01-05,2024-01-06,Same Day,CUST-20369,David,Consumer,India,Tamil Nadu,Coimbatore,Furniture,Phones,341.15,9,0.08,908.36,South
ORD-10370,2024-01-06,2024-01-07,Standard Class,CUST-20370,Priya,Consumer,India,Tamil Nadu,Chennai,Technology,Phones,5374.02,3,0.26,-75.82,South
ORD-10371,2024-01-07,2024-01-08,Same Day,CUST-20371,John,Home Office,India,Tamil Nadu,Chennai,Technology,Binders,490.63,5,0.23,453.52,South
ORD-10372,2024-01-08,2024-01-09,First Class,CUST-20372,Ali,Home Office,India,Telangana,Warangal,Furniture,Binders,6079.64,2,0.01,422.18,South
ORD-10373,2024-01-09,2024-01-10,Same Day,CUST-20373,Sara,Consumer,India,Tamil Nadu,Madurai,Technology,Accessories,1006.89,4,0.16,661.51,South
ORD-10374,2024-01-10,2024-01-11,Standard Class,CUST-20374,Priya,Consumer,India,Delhi,New Delhi,Office Supplies,Chairs,1368.76,7,0.16,349.02,North
ORD-10375,2024-01-11,2024-01-12,Same Day,CUST-20375,Ali,Consumer,India,Karnataka,Mysore,Furniture,Accessories,3440.38,7,0.12,53.97,South
ORD-10376,2024-01-12,2024-01-13,First Class,CUST-20376,David,Corporate,India,Delhi,New Delhi,Office Supplies,Chairs,5217.59,3,0.09,-79.78,North
ORD-10377,2024-01-13,2024-01-14,Second Class,CUST-20377,Meera,Corporate,India,Delhi,New Delhi,Furniture,Accessories,1145.21,5,0.2,507.06,North
ORD-10378,2024-01-14,2024-01-15,Same Day,CUST-20378,Priya,Corporate,India,Maharashtra,Pune,Technology,Tables,3192.48,1,0.06,634.69,West
ORD-10379,2024-01-15,2024-01-16,First Class,CUST-20379,Priya,Consumer,India,Delhi,New Delhi,Technology,Tables,3483.39,1,0.24,440.38,North
ORD-10380,2024-01-16,2024-01-17,First Class,CUST-20380,David,Home Office,India,Delhi,New Delhi,Technology,Storage,1643.54,5,0.24,659.86,North
ORD-10381,2024-01-17,2024-01-18,Standard Class,CUST-20381,Sara,Consumer,India,Karnataka,Mysore,Furniture,Accessories,985.8,9,0.12,-116.02,South
ORD-10382,2024-01-18,2024-01-19,Standard Class,CUST-20382,John,Corporate,India,Karnataka,Mysore,Office Supplies,Binders,5887.66,1,0.09,847.21,South
ORD-10383,2024-01-19,2024-01-20,Same Day,CUST-20383,Meera,Corporate,India,Karnataka,Mysore,Office Supplies,Phones,3616.77,1,0.09,457.11,South
ORD-10384,2024-01-20,2024-01-21,Second Class,CUST-20384,Priya,Consumer,India,Delhi,New Delhi,Furniture,Storage,297.79,4,0.14,-135.1,North
ORD-10385,2024-01-21,2024-01-22,First Class,CUST-20385,Meera,Consumer,India,Maharashtra,Mumbai,Furniture,Binders,5660.27,4,0.22,300.5,West
ORD-10386,2024-01-22,2024-01-23,Same Day,CUST-20386,Priya,Corporate,India,Delhi,New Delhi,Office Supplies,Tables,6869.4,2,0.11,798.23,North
ORD-10387,2024-01-23,2024-01-24,First Class,CUST-20387,Meera,Corporate,India,Telangana,Warangal,Office Supplies,Accessories,4320.3,9,0.18,866.83,South
ORD-10388,2024-01-24,2024-01-25,First Class,CUST-20388,Ali,Corporate,India,Tamil Nadu,Chennai,Office Supplies,Storage,3625.22,9,0.11,44.04,South
ORD-10389,2024-01-25,2024-01-26,Second Class,CUST-20389,Priya,Consumer,India,Tamil Nadu,Chennai,Office Supplies,Accessories,6173.23,2,0.09,624.65,South
ORD-10390,2024-01-26,2024-01-27,Second Class,CUST-20390,Meera,Corporate,India,Delhi,New Delhi,Furniture,Tables,6677.11,9,0.01,-170.02,North
ORD-10391,2024-01-27,2024-01-28,Same Day,CUST-20391,John,Corporate,India,Maharashtra,Mumbai,Furniture,Storage,5330.85,6,0.0,-256.39,West
ORD-10392,2024-01-28,2024-01-29,Second Class,CUST-20392,Ali,Home Office,India,Maharashtra,Pune,Technology,Tables,3229.08,8,0.07,428.52,West
ORD-10393,2024-01-29,2024-01-30,Second Class,CUST-20393,Ali,Consumer,India,Telangana,Hyderabad,Office Supplies,Chairs,4227.11,4,0.12,603.28,South
ORD-10394,2024-01-30,2024-01-31,Same Day,CUST-20394,John,Home Office,India,Karnataka,Bangalore,Technology,Tables,4966.36,2,0.26,734.52,South
ORD-10395,2024-01-31,2024-02-01,Second Class,CUST-20395,Meera,Home Office,India,Maharashtra,Nagpur,Furniture,Accessories,1521.06,2,0.24,142.28,West
ORD-10396,2024-02-01,2024-02-02,Standard Class,CUST-20396,David,Corporate,India,Tamil Nadu,Coimbatore,Furniture,Phones,3240.97,9,0.08,-291.52,South
ORD-10397,2024-02-02,2024-02-03,First Class,CUST-20397,John,Consumer,India,Karnataka,Mysore,Technology,Tables,5842.78,1,0.07,323.38,South
ORD-10398,2024-02-03,2024-02-04,First Class,CUST-20398,Meera,Corporate,India,Karnataka,Bangalore,Office Supplies,Binders,4652.13,7,0.07,-279.39,South
ORD-10399,2024-02-04,2024-02-05,First Class,CUST-20399,John,Consumer,India,Maharashtra,Mumbai,Office Supplies,Phones,2996.19,3,0.1,-180.42,West
ORD-10400,2024-02-05,2024-02-06,First Class,CUST-20400,John,Home Office,India,Tamil Nadu,Coimbatore,Office Supplies,Chairs,4710.87,3,0.15,124.7,South
ORD-10401,2024-02-06,2024-02-07,Same Day,CUST-20401,Priya,Consumer,India,Tamil Nadu,Coimbatore,Office Supplies,Storage,1003.91,2,0.13,268.32,South
ORD-10402,2024-02-07,2024-02-08,First Class,CUST-20402,Meera,Corporate,India,Tamil Nadu,Madurai,Technology,Storage,2930.18,6,0.07,63.31,South
ORD-10403,2024-02-08,2024-02-09,First Class,CUST-20403,David,Corporate,India,Maharashtra,Pune,Technology,Phones,5593.27,2,0.04,456.42,West
ORD-10404,2024-02-09,2024-02-10,First Class,CUST-20404,Priya,Corporate,India,Tamil Nadu,Coimbatore,Furniture,Storage,1699.46,4,0.0,-228.05,South
ORD-10405,2024-02-10,2024-02-11,First Class,CUST-20405,John,Consumer,India,Telangana,Hyderabad,Office Supplies,Tables,1464.54,9,0.05,-112.05,South
ORD-10406,2024-02-11,2024-02-12,Standard Class,CUST-20406,Sara,Home Office,India,Tamil Nadu,Chennai,Office Supplies,Phones,6665.57,9,0.21,603.84,South
ORD-10407,2024-02-12,2024-02-13,First Class,CUST-20407,John,Home Office,India,Tamil Nadu,Coimbatore,Office Supplies,Accessories,1627.3,6,0.07,-115.22,South
ORD-10408,2024-02-13,2024-02-14,Standard Class,CUST-20408,John,Consumer,India,Tamil Nadu,Madurai,Technology,Tables,1974.25,4,0.14,531.71,South
ORD-10409,2024-02-14,2024-02-15,Same Day,CUST-20409,Meera,Corporate,India,Tamil Nadu,Chennai,Office Supplies,Tables,6793.39,7,0.18,-228.91,South
ORD-10410,2024-02-15,2024-02-16,Second Class,CUST-20410,Meera,Home Office,India,Delhi,New Delhi,Technology,Tables,5196.02,1,0.27,229.6,North
ORD-10411,2024-02-16,2024-02-17,First Class,CUST-20411,Priya,Corporate,India,Tamil Nadu,Chennai,Office Supplies,Accessories,4957.26,4,0.27,-69.37,South
ORD-10412,2024-02-17,2024-02-18,Second Class,CUST-20412,David,Consumer,India,Maharashtra,Pune,Office Supplies,Chairs,5999.9,5,0.22,-157.47,West
ORD-10413,2024-02-18,2024-02-19,Second Class,CUST-20413,Priya,Corporate,India,Telangana,Hyderabad,Furniture,Binders,987.6,8,0.01,437.14,South
ORD-10414,2024-02-19,2024-02-20,Same Day,CUST-20414,Ali,Home Office,India,Maharashtra,Mumbai,Office Supplies,Storage,5000.5,2,0.17,906.84,West
ORD-10415,2024-02-20,2024-02-21,Second Class,CUST-20415,John,Home Office,India,Maharashtra,Pune,Office Supplies,Phones,3625.08,5,0.24,-228.78,West
ORD-10416,2024-02-21,2024-02-22,Standard Class,CUST-20416,Sara,Corporate,India,Karnataka,Bangalore,Furniture,Chairs,5838.22,6,0.01,248.02,South
ORD-10417,2024-02-22,2024-02-23,Second Class,CUST-20417,John,Consumer,India,Tamil Nadu,Chennai,Technology,Phones,3655.36,5,0.16,619.8,South
ORD-10418,2024-02-23,2024-02-24,Second Class,CUST-20418,John,Corporate,India,Tamil Nadu,Coimbatore,Technology,Storage,4417.64,9,0.26,301.49,South
ORD-10419,2024-02-24,2024-02-25,Second Class,CUST-20419,Priya,Consumer,India,Tamil Nadu,Madurai,Office Supplies,Accessories,3448.65,1,0.14,748.44,South
ORD-10420,2024-02-25,2024-02-26,First Class,CUST-20420,Sara,Corporate,India,Maharashtra,Mumbai,Technology,Tables,3451.48,3,0.0,-66.46,West
ORD-10421,2024-02-26,2024-02-27,First Class,CUST-20421,Sara,Home Office,India,Delhi,New Delhi,Office Supplies,Tables,5422.2,2,0.0,947.47,North
ORD-10422,2024-02-27,2024-02-28,Standard Class,CUST-20422,Sara,Consumer,India,Tamil Nadu,Chennai,Furniture,Accessories,4474.25,3,0.12,200.71,South
ORD-10423,2024-02-28,2024-02-29,Standard Class,CUST-20423,Priya,Consumer,India,Karnataka,Mysore,Furniture,Chairs,4506.19,9,0.05,144.04,South
ORD-10424,2024-02-29,2024-03-01,First Class,CUST-20424,John,Consumer,India,Karnataka,Mysore,Office Supplies,Chairs,3261.92,9,0.2,836.99,South
ORD-10425,2024-03-01,2024-03-02,Standard Class,CUST-20425,Priya,Home Office,India,Karnataka,Mysore,Furniture,Phones,3811.54,2,0.21,433.03,South
ORD-10426,2024-03-02,2024-03-03,First Class,CUST-20426,Meera,Corporate,India,Telangana,Hyderabad,Furniture,Accessories,5270.88,3,0.05,371.38,South
ORD-10427,2024-03-03,2024-03-04,Same Day,CUST-20427,Meera,Home Office,India,Karnataka,Mysore,Office Supplies,Chairs,5816.4,4,0.27,645.07,South
ORD-10428,2024-03-04,2024-03-05,Second Class,CUST-20428,Priya,Consumer,India,Tamil Nadu,Coimbatore,Office Supplies,Accessories,4936.62,9,0.13,453.78,South
ORD-10429,2024-03-05,2024-03-06,Second Class,CUST-20429,Sara,Corporate,India,Delhi,New Delhi,Furniture,Storage,6483.7,3,0.04,-88.73,North
ORD-10430,2024-03-06,2024-03-07,Standard Class,CUST-20430,John,Home Office,India,Maharashtra,Pune,Technology,Tables,5778.2,7,0.23,576.46,West
ORD-10431,2024-03-07,2024-03-08,First Class,CUST-20431,Priya,Consumer,India,Telangana,Hyderabad,Technology,Tables,4020.67,3,0.24,-126.49,South
ORD-10432,2024-03-08,2024-03-09,First Class,CUST-20432,Priya,Consumer,India,Tamil Nadu,Madurai,Office Supplies,Tables,4765.56,7,0.19,747.62,South
ORD-10433,2024-03-09,2024-03-10,Standard Class,CUST-20433,Priya,Home Office,India,Maharashtra,Mumbai,Office Supplies,Accessories,6498.9,7,0.26,986.66,West
ORD-10434,2024-03-10,2024-03-11,First Class,CUST-20434,Ali,Home Office,India,Karnataka,Bangalore,Technology,Accessories,4410.34,9,0.22,190.6,South
ORD-10435,2024-03-11,2024-03-12,Same Day,CUST-20435,Meera,Home Office,India,Telangana,Hyderabad,Furniture,Phones,5808.69,2,0.26,278.18,South
ORD-10436,2024-03-12,2024-03-13,Second Class,CUST-20436,Sara,Consumer,India,Delhi,New Delhi,Technology,Tables,4883.91,6,0.13,-239.64,North
ORD-10437,2024-03-13,2024-03-14,Standard Class,CUST-20437,David,Home Office,India,Karnataka,Mysore,Technology,Phones,3953.17,9,0.22,-282.15,South
ORD-10438,2024-03-14,2024-03-15,Standard Class,CUST-20438,Sara,Consumer,India,Karnataka,Mysore,Technology,Tables,1844.5,2,0.3,897.85,South
ORD-10439,2024-03-15,2024-03-16,First Class,CUST-20439,David,Home Office,India,Karnataka,Mysore,Technology,Phones,3096.78,2,0.22,-132.79,South
ORD-10440,2024-03-16,2024-03-17,Standard Class,CUST-20440,Ali,Consumer,India,Telangana,Hyderabad,Office Supplies,Phones,6780.65,5,0.03,279.51,South
ORD-10441,2024-03-17,2024-03-18,Same Day,CUST-20441,Priya,Consumer,India,Karnataka,Mysore,Office Supplies,Storage,4672.8,8,0.16,759.96,South
ORD-10442,2024-03-18,2024-03-19,First Class,CUST-20442,Ali,Corporate,India,Tamil Nadu,Coimbatore,Furniture,Phones,4037.89,9,0.18,856.11,South
ORD-10443,2024-03-19,2024-03-20,First Class,CUST-20443,Ali,Home Office,India,Tamil Nadu,Madurai,Furniture,Accessories,6544.11,2,0.05,375.22,South
ORD-10444,2024-03-20,2024-03-21,First Class,CUST-20444,John,Home Office,India,Delhi,New Delhi,Furniture,Phones,4188.28,5,0.29,434.54,North
ORD-10445,2024-03-21,2024-03-22,First Class,CUST-20445,Meera,Consumer,India,Karnataka,Bangalore,Furniture,Tables,3777.36,7,0.05,570.59,South
ORD-10446,2024-03-22,2024-03-23,Same Day,CUST-20446,David,Consumer,India,Tamil Nadu,Chennai,Technology,Phones,5363.31,6,0.05,949.8,South
ORD-10447,2024-03-23,2024-03-24,First Class,CUST-20447,Priya,Consumer,India,Maharashtra,Pune,Office Supplies,Chairs,5046.13,6,0.27,483.47,West
ORD-10448,2024-03-24,2024-03-25,Standard Class,CUST-20448,David,Corporate,India,Tamil Nadu,Coimbatore,Office Supplies,Binders,1513.49,7,0.14,427.32,South
ORD-10449,2024-03-25,2024-03-26,Same Day,CUST-20449,Sara,Corporate,India,Tamil Nadu,Chennai,Furniture,Tables,3404.9,3,0.02,-281.11,South
ORD-10450,2024-03-26,2024-03-27,Second Class,CUST-20450,David,Consumer,India,Karnataka,Mysore,Furniture,Chairs,3413.11,3,0.18,-194.77,South
ORD-10451,2024-03-27,2024-03-28,Second Class,CUST-20451,Sara,Home Office,India,Maharashtra,Pune,Technology,Tables,2771.93,9,0.18,450.32,West
ORD-10452,2024-03-28,2024-03-29,Standard Class,CUST-20452,Meera,Home Office,India,Maharashtra,Pune,Technology,Accessories,3717.6,8,0.02,917.11,West
ORD-10453,2024-03-29,2024-03-30,Standard Class,CUST-20453,Sara,Corporate,India,Telangana,Hyderabad,Furniture,Binders,3009.13,5,0.29,826.7,South
ORD-10454,2024-03-30,2024-03-31,Same Day,CUST-20454,David,Corporate,India,Telangana,Hyderabad,Office Supplies,Binders,1555.55,6,0.16,977.35,South
ORD-10455,2024-03-31,2024-04-01,Second Class,CUST-20455,David,Consumer,India,Tamil Nadu,Madurai,Office Supplies,Accessories,3004.09,1,0.17,386.18,South
ORD-10456,2024-04-01,2024-04-02,Second Class,CUST-20456,Sara,Home Office,India,Telangana,Warangal,Office Supplies,Binders,691.48,1,0.16,724.31,South
ORD-10457,2024-04-02,2024-04-03,Second Class,CUST-20457,Ali,Consumer,India,Delhi,New Delhi,Furniture,Accessories,4115.34,4,0.18,792.52,North
ORD-10458,2024-04-03,2024-04-04,Second Class,CUST-20458,Meera,Corporate,India,Delhi,New Delhi,Office Supplies,Chairs,6004.85,2,0.08,542.44,North
ORD-10459,2024-04-04,2024-04-05,Second Class,CUST-20459,John,Home Office,India,Tamil Nadu,Madurai,Technology,Storage,5131.95,7,0.09,140.37,South
ORD-10460,2024-04-05,2024-04-06,First Class,CUST-20460,Priya,Home Office,India,Telangana,Hyderabad,Technology,Tables,2650.68,2,0.15,310.97,South
ORD-10461,2024-04-06,2024-04-07,Standard Class,CUST-20461,David,Corporate,India,Maharashtra,Pune,Furniture,Accessories,792.08,2,0.24,815.29,West
ORD-10462,2024-04-07,2024-04-08,First Class,CUST-20462,Priya,Consumer,India,Maharashtra,Pune,Technology,Tables,1574.62,5,0.01,88.11,West
ORD-10463,2024-04-08,2024-04-09,Second Class,CUST-20463,John,Consumer,India,Telangana,Hyderabad,Furniture,Chairs,3909.33,4,0.18,900.87,South
ORD-10464,2024-04-09,2024-04-10,Same Day,CUST-20464,Priya,Home Office,India,Maharashtra,Mumbai,Office Supplies,Storage,1607.99,8,0.24,-1.25,West
ORD-10465,2024-04-10,2024-04-11,Same Day,CUST-20465,John,Corporate,India,Karnataka,Mysore,Office Supplies,Chairs,3899.02,4,0.05,674.37,South
ORD-10466,2024-04-11,2024-04-12,Second Class,CUST-20466,Sara,Home Office,India,Karnataka,Bangalore,Office Supplies,Binders,1774.87,6,0.0,519.73,South
ORD-10467,2024-04-12,2024-04-13,Second Class,CUST-20467,Ali,Corporate,India,Maharashtra,Pune,Technology,Tables,5972.68,5,0.09,674.48,West
ORD-10468,2024-04-13,2024-04-14,Same Day,CUST-20468,David,Consumer,India,Tamil Nadu,Chennai,Furniture,Storage,2901.45,2,0.18,268.55,South
ORD-10469,2024-04-14,2024-04-15,First Class,CUST-20469,John,Corporate,India,Tamil Nadu,Coimbatore,Office Supplies,Binders,1869.74,8,0.04,912.43,South
ORD-10470,2024-04-15,2024-04-16,First Class,CUST-20470,Priya,Consumer,India,Karnataka,Bangalore,Furniture,Storage,5723.82,2,0.13,522.21,South
ORD-10471,2024-04-16,2024-04-17,Second Class,CUST-20471,David,Corporate,India,Karnataka,Bangalore,Office Supplies,Binders,2531.3,9,0.17,74.78,South
ORD-10472,2024-04-17,2024-04-18,First Class,CUST-20472,Ali,Home Office,India,Telangana,Hyderabad,Technology,Chairs,958.12,9,0.18,529.99,South
ORD-10473,2024-04-18,2024-04-19,Same Day,CUST-20473,Sara,Consumer,India,Karnataka,Bangalore,Technology,Accessories,4078.78,3,0.08,72.86,South
ORD-10474,2024-04-19,2024-04-20,First Class,CUST-20474,David,Home Office,India,Tamil Nadu,Coimbatore,Furniture,Tables,4154.64,4,0.12,81.72,South
ORD-10475,2024-04-20,2024-04-21,Second Class,CUST-20475,John,Home Office,India,Telangana,Hyderabad,Technology,Phones,5059.93,8,0.23,219.48,South
ORD-10476,2024-04-21,2024-04-22,Same Day,CUST-20476,Ali,Consumer,India,Maharashtra,Mumbai,Technology,Phones,1833.49,9,0.28,808.16,West
ORD-10477,2024-04-22,2024-04-23,First Class,CUST-20477,Priya,Consumer,India,Karnataka,Mysore,Furniture,Chairs,3217.65,3,0.26,350.39,South
ORD-10478,2024-04-23,2024-04-24,Standard Class,CUST-20478,Ali,Home Office,India,Tamil Nadu,Chennai,Office Supplies,Tables,2120.1,5,0.17,582.57,South
ORD-10479,2024-04-24,2024-04-25,Same Day,CUST-20479,Ali,Home Office,India,Telangana,Hyderabad,Technology,Tables,750.49,8,0.12,209.56,South
ORD-10480,2024-04-25,2024-04-26,Same Day,CUST-20480,Meera,Home Office,India,Delhi,New Delhi,Furniture,Chairs,6160.97,3,0.1,42.69,North
ORD-10481,2024-04-26,2024-04-27,Standard Class,CUST-20481,Ali,Home Office,India,Karnataka,Mysore,Technology,Tables,5156.31,7,0.04,941.03,South
ORD-10482,2024-04-27,2024-04-28,Standard Class,CUST-20482,Ali,Consumer,India,Karnataka,Bangalore,Technology,Accessories,2249.95,8,0.03,484.66,South
ORD-10483,2024-04-28,2024-04-29,Same Day,CUST-20483,David,Consumer,India,Karnataka,Mysore,Technology,Chairs,4275.74,3,0.21,914.14,South
ORD-10484,2024-04-29,2024-04-30,Standard Class,CUST-20484,Priya,Home Office,India,Telangana,Warangal,Technology,Accessories,1568.59,2,0.08,-35.56,South
ORD-10485,2024-04-30,2024-05-01,Second Class,CUST-20485,David,Corporate,India,Telangana,Hyderabad,Furniture,Tables,6253.61,7,0.08,-109.04,South
ORD-10486,2024-05-01,2024-05-02,Second Class,CUST-20486,David,Corporate,India,Telangana,Hyderabad,Furniture,Chairs,981.36,9,0.3,812.57,South
ORD-10487,2024-05-02,2024-05-03,Second Class,CUST-20487,John,Consumer,India,Telangana,Hyderabad,Furniture,Tables,226.09,1,0.06,585.19,South
ORD-10488,2024-05-03,2024-05-04,Same Day,CUST-20488,David,Home Office,India,Delhi,New Delhi,Technology,Chairs,3613.66,3,0.04,-57.45,North
ORD-10489,2024-05-04,2024-05-05,Standard Class,CUST-20489,Meera,Home Office,India,Maharashtra,Pune,Technology,Tables,4165.27,5,0.03,50.17,West
ORD-10490,2024-05-05,2024-05-06,Standard Class,CUST-20490,Meera,Consumer,India,Karnataka,Mysore,Technology,Accessories,4136.96,3,0.17,740.86,South
ORD-10491,2024-05-06,2024-05-07,First Class,CUST-20491,John,Corporate,India,Telangana,Hyderabad,Furniture,Accessories,570.68,1,0.19,290.03,South
ORD-10492,2024-05-07,2024-05-08,First Class,CUST-20492,Sara,Corporate,India,Tamil Nadu,Madurai,Technology,Tables,2335.5,7,0.11,571.7,South
ORD-10493,2024-05-08,2024-05-09,Standard Class,CUST-20493,Priya,Corporate,India,Maharashtra,Pune,Office Supplies,Chairs,3594.55,7,0.16,113.86,West
ORD-10494,2024-05-09,2024-05-10,Standard Class,CUST-20494,Priya,Consumer,India,Tamil Nadu,Chennai,Technology,Phones,1672.74,8,0.24,195.6,South
ORD-10495,2024-05-10,2024-05-11,Standard Class,CUST-20495,David,Corporate,India,Karnataka,Mysore,Office Supplies,Accessories,6133.86,5,0.25,987.93,South
ORD-10496,2024-05-11,2024-05-12,Same Day,CUST-20496,David,Consumer,India,Delhi,New Delhi,Technology,Accessories,792.34,5,0.29,21.9,North
ORD-10497,2024-05-12,2024-05-13,Standard Class,CUST-20497,Sara,Consumer,India,Tamil Nadu,Chennai,Furniture,Binders,3514.21,5,0.25,358.39,South
ORD-10498,2024-05-13,2024-05-14,First Class,CUST-20498,David,Home Office,India,Maharashtra,Mumbai,Technology,Phones,4901.63,1,0.17,797.72,West
ORD-10499,2024-05-14,2024-05-15,Same Day,CUST-20499,Priya,Corporate,India,Delhi,New Delhi,Office Supplies,Tables,1979.91,5,0.05,10.99,North
ORD-10500,2024-05-15,2024-05-16,Standard Class,CUST-20500,Ali,Consumer,India,Karnataka,Bangalore,Office Supplies,Chairs,4444.84,6,0.03,239.78,South
ORD-10501,2024-05-16,2024-05-17,First Class,CUST-20501,Meera,Corporate,India,Tamil Nadu,Chennai,Technology,Binders,5839.82,1,0.02,499.62,South
ORD-10502,2024-05-17,2024-05-18,Same Day,CUST-20502,Ali,Corporate,India,Karnataka,Bangalore,Office Supplies,Tables,1494.29,7,0.2,325.54,South
ORD-10503,2024-05-18,2024-05-19,Standard Class,CUST-20503,Ali,Home Office,India,Delhi,New Delhi,Office Supplies,Storage,6437.1,1,0.24,297.35,North
ORD-10504,2024-05-19,2024-05-20,Standard Class,CUST-20504,Priya,Corporate,India,Karnataka,Bangalore,Furniture,Accessories,3964.2,2,0.15,171.26,South
ORD-10505,2024-05-20,2024-05-21,Standard Class,CUST-20505,Ali,Home Office,India,Tamil Nadu,Madurai,Technology,Storage,2234.78,2,0.02,462.64,South
